,PGA,RuBP,fRB,fP,fZ,alphar,PSIId,fR,PR,Cc,Ccyt,Ci,Ca,H2OS,gsw,sumA,PhiqE,Rp,Sc,gc,Kmapp_RuBP,PARaP2,fRuBP,phi,Vc,VrTPU,VrE,A,gm,Fmp_d,Fop_d,fRBss_nr,qI,Kinh,Fo,Fm,kD,Fmp_a,PhiIIop,Fmp,PhiIIo,J2pp,J2pm,Fop_a,qPp,NPQ,qPm,qM,qPno_qD,qE,fqEss,PhiqEss,PhiIIoss,J2qE,VrJ,J2,fRBss_r,Vr,qP,PhiII,reg_limit,fRBss,gsc,Photo,Trmmol,gtw,transpiration,Cond,obs_Vr,obs_Vc,obs_fRuBP,obs_PARaP,obs_PARa,obs_PAR,obs_fqEss,obs_PhiqE,obs_PhiIIoss,obs_PhiIIo,obs_qP,obs_PhiII,obs_VrJ,obs_NPQ,obs_qI,obs_qE,obs_qM,obs_Rp,obs_A,obs_gss,obs_VPDleaf,obs_Sc,obs_Photo,obs_transpiration,obs_Trmmol,obs_Cond,obs_gm,obs_reg_limit,dPGA_dt,dRuBP_dt,dPR_dt,dfP_dt,dfZ_dt,dalphar_dt,dPSIId_dt,dfR_dt,dfRB_dt,dCc_dt,dCcyt_dt,dCi_dt,dCa_dt,dH2OS_dt,dgsw_dt
26.0,0.00010995711017157095,1.8232050644380475e-05,0.40084941145517033,0.38388971482328055,0.04732430435444365,0.9905581470159245,0.9999976440097206,0.15064666115302386,2.5597721404793283e-05,0.0002649635690620098,0.00028874269491966856,0.0002952377803264448,0.0003784922474530149,0.015677718920771834,0.09170767331697616,0.0,0.01942863841144947,3.071726568575194e-07,6.540655444746149,0.260291390148061,0.28180264326564514,389.28935177725833,0.7108835418771791,0.3164853093340263,6.215225930206062e-06,6.58843715243431e-05,1.7096796123389876e-05,4.87131405508218e-06,0.16090639034433965,0.010971371881505492,0.010971371881505492,1.0,8.98842456041298,0.09805713615885506,0.01107596495802754,0.011076181462975117,530070555.3960452,0.09464945085904598,1.95468942343828e-05,0.010971569026246164,-0.019409091517215087,0.00013850961316661342,4.092755473425649e-05,0.01712038527695312,0.018202440858827055,8.988456603948965,0.005378553715622409,0.09430953879230408,0.005378553715622409,-0.09427749525631945,0.9946214462843775,0.19828233427180947,-0.19826278737757508,0.00013850961316661342,5.786005620944428e-05,4.092755473425649e-05,0.9179306851660463,1.7096796123389876e-05,-5.416740939160815e-06,1.0513402061321785e-07,3.0,0.9179306851660463,0.058786970074984714,3.769381367462736e-06,0.0017212830944677278,0.1027733095274315,0.001520792373577701,0.10393436151729595,1.7096796123389876e-05,6.215225930206062e-06,0.7108835418771791,786.0,839.0,1000.0,0.9946214462843775,0.01942863841144947,-0.19826278737757508,-0.019409091517215087,-5.416740939160815e-06,1.0513402061321785e-07,5.786005620944428e-05,8.988456603948965,8.98842456041298,-0.09427749525631945,0.09430953879230408,3.071726568575194e-07,4.87131405508218e-06,0.14847186416435718,1652372.0930966623,6.540655444746149,3.769381367462736e-06,0.001520792373577701,0.0017212830944677278,0.10393436151729595,0.16090639034433965,3.0,-1.715802711324561e-06,9.127585318599201e-07,1.352682387387088e-06,0.011420683378322513,0.0017714456554089762,-0.00035443803990238304,-2.4628963649607222e-09,0.005333938856782424,0.005090950304693776,-4.073181011111471e-06,-3.3275259168814245e-06,-3.089157274942021e-06,-6.761118299468839e-08,-1.2108631484808775e-05,6.471117756601435e-05
27.0,0.0001082050709250246,1.9164434705805133e-05,0.4059153821989779,0.3952025440167488,0.049093920438467685,0.9902040383991252,0.9999976415520748,0.1559638864470872,2.6979619335700994e-05,0.0002609568632975325,0.00028547904112837273,0.00029220794831706474,0.0003784244217541914,0.01566652616680803,0.09177234762318341,0.0,0.02010010364857326,3.2375543202841196e-07,6.5383172655494235,0.2601983401596199,0.27763112125005857,389.1501870908562,0.7309444594427892,0.3213445933446378,6.405464732354115e-06,6.6269704055705e-05,1.768778799770536e-05,5.04668039151901e-06,0.16148816555856482,0.010967449792395374,0.010967449792395374,1.0,8.99199623367586,0.09798998963514267,0.011075964974291192,0.011076181705085397,532728755.7111993,0.09418841123764081,1.956728410350619e-05,0.010967646064699226,-0.020080536364469753,0.0001385101445397955,4.2373798542021674e-05,0.01710023573593325,0.01819004561666754,8.992029324197174,0.005564800549387924,0.09788153557465051,0.005564800549387924,-0.09784844505333545,0.9944351994506121,0.19822297986481444,-0.19820341258071092,0.0001385101445397955,5.781728701338517e-05,4.2373798542021674e-05,0.9179306851660463,1.768778799770536e-05,-5.422565978958906e-06,1.0888803332922084e-07,3.0,0.9179306851660463,0.05882842796357911,3.938945614521588e-06,0.0016928362809110903,0.10107482472610978,0.0015218542776731152,0.10219760791166403,1.768778799770536e-05,6.405464732354115e-06,0.7309444594427892,786.0,839.0,1000.0,0.9944351994506121,0.02010010364857326,-0.19820341258071092,-0.020080536364469753,-5.422565978958906e-06,1.0888803332922084e-07,5.781728701338517e-05,8.992029324197174,8.99199623367586,-0.09784844505333545,0.09788153557465051,3.2375543202841196e-07,5.04668039151901e-06,0.14847186416435718,1652372.0930966623,6.5383172655494235,3.938945614521588e-06,0.0015218542776731152,0.0016928362809110903,0.10219760791166403,0.16148816555856482,3.0,-1.7893163435945041e-06,9.525734840489491e-07,1.4108505955449284e-06,0.011205650656613244,0.0017677881917527098,-0.00035377939787513635,-2.4524047557517113e-09,0.005300546681935707,0.005041073028890172,-3.932346632405704e-06,-3.1975491965427703e-06,-2.968423554074288e-06,-6.796718126127356e-08,-1.032657072929294e-05,6.463744885693809e-05
28.0,0.00010637587575181171,2.013859759675108e-05,0.41093172039788967,0.4063023550475828,0.05085988413291943,0.9898505878121956,0.9999976391049004,0.1612478241986008,2.841878868904977e-05,0.0002571029378270688,0.00028234517216060574,0.00028929882101034603,0.0003783564597567521,0.015656984895731755,0.09183694824269098,0.0,0.02076622845129837,3.4102546426859726e-07,6.535983431323928,0.2601054630832992,0.2732758946471707,389.0112810101929,0.7502567620147629,0.32616148934572387,6.5894194347897455e-06,6.665388340545645e-05,1.8273158542948327e-05,5.21523663730522e-06,0.16198458068744806,0.010963534991590774,0.010963534991590774,1.0,8.99556381843494,0.09792337715487016,0.011075964990485548,0.01107618194616412,535370127.5497265,0.09373424583882431,1.958758709691803e-05,0.010963730404556407,-0.020746640864201454,0.00013851067168172866,4.3808197803073594e-05,0.017080219124138596,0.01817774886077124,8.995597944504945,0.005749263995608137,0.10144944360235186,0.005749263995608137,-0.10141531753234645,0.9942507360043918,0.19816420200578433,-0.19814461441868741,0.00013851067168172866,5.777520168503515e-05,4.3808197803073594e-05,0.9179306851660463,1.8273158542948327e-05,-5.428069536378121e-06,1.1261420925714936e-07,3.0,0.9179306851660463,0.0588698386171096,4.108850608119852e-06,0.001668587285251786,0.09962698064710099,0.0015229149571304593,0.10071765410100778,1.8273158542948327e-05,6.5894194347897455e-06,0.7502567620147629,786.0,839.0,1000.0,0.9942507360043918,0.02076622845129837,-0.19814461441868741,-0.020746640864201454,-5.428069536378121e-06,1.1261420925714936e-07,5.777520168503515e-05,8.995597944504945,8.99556381843494,-0.10141531753234645,0.10144944360235186,3.4102546426859726e-07,5.21523663730522e-06,0.14847186416435718,1652372.0930966623,6.535983431323928,4.108850608119852e-06,0.0015229149571304593,0.001668587285251786,0.10071765410100778,0.16198458068744806,3.0,-1.8704973882068145e-06,9.965207757852599e-07,1.4671639282374868e-06,0.010994634723892331,0.0017641408929996534,-0.0003531219797834473,-2.4419431277414305e-09,0.0052673635528562015,0.004991684412862903,-3.7647623956343756e-06,-3.068787389144107e-06,-2.8484514901418885e-06,-6.788442626529326e-08,-8.79806150640807e-06,6.456380415069946e-05
29.0,0.00010446158352851984,2.1158820560763173e-05,0.4158989123137991,0.41719312812369713,0.052622205669110286,0.989497794032338,0.9999976366681733,0.1664986827982781,2.991326632553988e-05,0.00025340696474881,0.00027934506765361835,0.0002865140596306136,0.00037828877890957796,0.015648860481261982,0.09190147525945384,0.0,0.02142704806273606,3.5895919590647854e-07,6.533653933995527,0.26001275859778117,0.2687180560202853,388.87263305470884,0.7687898416944667,0.3309185964954091,6.767005903280894e-06,6.703547053334513e-05,1.8852694196983946e-05,5.37674398274646e-06,0.16240458433281724,0.010959627465548048,0.010959627465548048,1.0,8.999127315547414,0.09785729519372639,0.01107596500661077,0.011076182186213635,537994718.0548153,0.09328681683781805,1.9607803412276733e-05,0.010959822032014892,-0.021407440259323784,0.00013851119462041008,4.523005354734186e-05,0.017060334537426964,0.018165549943184922,8.999162465938616,0.005931858424142832,0.1050132637214034,0.005931858424142832,-0.10497811333020124,0.9940681415758572,0.198106027737598,-0.19808641993418571,0.00013851119462041008,5.7733939941156305e-05,4.523005354734186e-05,0.9179306851660463,1.8852694196983946e-05,-5.433191098099289e-06,1.1631071385005032e-07,3.0,0.9179306851660463,0.05891120208939349,4.278052726055133e-06,0.0016479395797195375,0.09839416017816284,0.0015239744133789402,0.09945786376273329,1.8852694196983946e-05,6.767005903280894e-06,0.7687898416944667,786.0,839.0,1000.0,0.9940681415758572,0.02142704806273606,-0.19808641993418571,-0.021407440259323784,-5.433191098099289e-06,1.1631071385005032e-07,5.7733939941156305e-05,8.999162465938616,8.999127315547414,-0.10497811333020124,0.1050132637214034,3.5895919590647854e-07,5.37674398274646e-06,0.14847186416435718,1652372.0930966623,6.533653933995527,4.278052726055133e-06,0.0015239744133789402,0.0016479395797195375,0.09945786376273329,0.16240458433281724,3.0,-1.9596902464373685e-06,1.0447890112496585e-06,1.5214097041769045e-06,0.010787562751555395,0.0017605039001456167,-0.0003524657833529121,-2.431511307837003e-09,0.0052343881608502285,0.004942779669095465,-3.605128345771378e-06,-2.9347619569955745e-06,-2.7238211993021252e-06,-6.741229881409568e-08,-7.48709225727857e-06,6.44902433515898e-05
30.0,0.00010245386945602325,2.2229594167833502e-05,0.4208174394450157,0.4278787714114319,0.05438089542741545,0.9891456558390261,0.9999976342418675,0.171716669332285,3.1460872888297423e-05,0.00024987177712704856,0.00027648090233343243,0.000283855674413537,0.0003782217455261959,0.015641950923446377,0.09196592875733134,0.0,0.022082598360402224,3.775304746595691e-07,6.53132876550509,0.2599202263823454,0.263937784419103,388.7342427447373,0.7865162111400636,0.3356004350751476,6.938157332255214e-06,6.741314983170408e-05,1.9426139580633276e-05,5.531079060078442e-06,0.1627558785695108,0.010955727200748706,0.010955727200748706,1.0,9.002686725882421,0.09779174016395978,0.011075965022667026,0.011076182425236523,540602578.157526,0.09284598953301841,1.962793326713064e-05,0.010955920933302792,-0.022062970427135092,0.00013851171338437107,4.663856822874356e-05,0.017040581060014506,0.018153448203419235,9.00272288957214,0.006112485449318411,0.10857299679026688,0.006112485449318411,-0.10853683310054763,0.9938875145506816,0.1980484881536223,-0.19802886022035518,0.00013851171338437107,5.76936209653868e-05,4.663856822874356e-05,0.9179306851660463,1.9426139580633276e-05,-5.43786508220905e-06,1.199754564955288e-07,3.0,0.9179306851660463,0.05895251843418675,4.4456361845102605e-06,0.0016303796267237425,0.09734570133352284,0.0015250326478460589,0.09838673675650969,1.9426139580633276e-05,6.938157332255214e-06,0.7865162111400636,786.0,839.0,1000.0,0.9938875145506816,0.022082598360402224,-0.19802886022035518,-0.022062970427135092,-5.43786508220905e-06,1.199754564955288e-07,5.76936209653868e-05,9.00272288957214,9.002686725882421,-0.10853683310054763,0.10857299679026688,3.775304746595691e-07,5.531079060078442e-06,0.14847186416435718,1652372.0930966623,6.53132876550509,4.4456361845102605e-06,0.0015250326478460589,0.0016303796267237425,0.09838673675650969,0.1627558785695108,3.0,-2.057151987135836e-06,1.0975203214742355e-06,1.573387670005537e-06,0.01058436349670397,0.0017568773777605076,-0.0003518108063133521,-2.4211061210607874e-09,0.005201619205416665,0.0048943540569714545,-3.4688400955017904e-06,-2.793174331107982e-06,-2.5926658833793045e-06,-6.659941910686464e-08,-6.3626590409915196e-06,6.441676636400946e-05
31.0,0.00010034441848561466,2.335540578334768e-05,0.4256877785721106,0.43836312276394357,0.05613596398213086,0.9887941720140029,0.9999976318259545,0.17690198959032308,3.305922783505998e-05,0.00024649448090977195,0.00027375086337479165,0.00028132211373760834,0.0003781556695444354,0.015636083657267506,0.09203030882008723,0.0,0.022732915846311517,3.967107340207197e-07,6.52900791780846,0.2598278661168673,0.2589152821086063,388.59610960150314,0.8034102602920503,0.3401985992032546,7.102734896149247e-06,6.77861530725462e-05,1.9993192628367782e-05,5.678437772112515e-06,0.16304403460846065,0.010951834183699398,0.010951834183699398,1.0,9.006242050321019,0.09772670841536886,0.01107596503865451,0.011076182663235585,543193762.552165,0.09241163225220239,1.9647976897038618e-05,0.010952027094678938,-0.022713267869414477,0.00013851222800259695,4.8032872692532615e-05,0.01702095776469947,0.0181414429702599,9.006279216487187,0.006291037500551916,0.11212864367981368,0.006291037500551916,-0.1120914775136459,0.9937089624994481,0.1979916172581634,-0.19797196928126634,0.00013851222800259695,5.7654300078347086e-05,4.8032872692532615e-05,0.9179306851660463,1.9993192628367782e-05,-5.442024466928194e-06,1.236061594692476e-07,3.0,0.9179306851660463,0.05899378770518412,4.6108261389115156e-06,0.0016154687476527673,0.09645541176116094,0.0015260896619576105,0.09747739241582097,1.9993192628367782e-05,7.102734896149247e-06,0.8034102602920503,786.0,839.0,1000.0,0.9937089624994481,0.022732915846311517,-0.19797196928126634,-0.022713267869414477,-5.442024466928194e-06,1.236061594692476e-07,5.7654300078347086e-05,9.006279216487187,9.006242050321019,-0.1120914775136459,0.11212864367981368,3.967107340207197e-07,5.678437772112515e-06,0.14847186416435718,1652372.0930966623,6.52900791780846,4.6108261389115156e-06,0.0015260896619576105,0.0016154687476527673,0.09747739241582097,0.16304403460846065,3.0,-2.1632121427962153e-06,1.154896351120397e-06,1.6229189941406088e-06,0.010384967203053933,0.0017532615072273832,-0.00035115704639880884,-2.4107293049280797e-09,0.005169055394196186,0.004846402882323212,-3.2882872859735588e-06,-2.663157075044859e-06,-2.471248897337759e-06,-6.550534920200077e-08,-5.398275711379177e-06,6.434337309246774e-05
32.0,9.812463084319757e-05,2.454090562164688e-05,0.43051040180443256,0.44864995091688187,0.057887422088263696,0.9884433413412742,0.9999976294204036,0.1820548480737735,3.4705816760819426e-05,0.00024327851171452477,0.0002711571262653581,0.0002789152947924307,0.0003780908210545533,0.015631110693712976,0.09209461553138984,0.0,0.023378037609638344,4.1646980112983315e-07,6.526691382876433,0.2597356774818172,0.25363007343618466,388.4582331471208,0.819453362147063,0.3446957831410935,7.260795837956564e-06,6.815296931620856e-05,2.055349208522878e-05,5.8186263953044726e-06,0.16327585973695524,0.010947948400931835,0.010947948400931835,1.0,9.009793289756155,0.09766219623903617,0.011075965054573419,0.011076182900213838,545768329.5612745,0.09198361627882097,1.9667934556666395e-05,0.010948140502432688,-0.02335836967508168,0.00013851273850457247,4.94118854038112e-05,0.017001463713657516,0.01812953356083235,9.00983144777322,0.006467379422310861,0.11568020527329459,0.006467379422310861,-0.11564204725623028,0.9935326205776891,0.19793545782445157,-0.19791578988989492,0.00013851273850457247,5.7616106960725425e-05,4.94118854038112e-05,0.9179306851660463,2.055349208522878e-05,-5.445585329820163e-06,1.2719999523114095e-07,3.0,0.9179306851660463,0.059035009956019124,4.772947363616664e-06,0.0016028307593044168,0.09570083054642431,0.0015271454571376887,0.09670680023138414,2.055349208522878e-05,7.260795837956564e-06,0.819453362147063,786.0,839.0,1000.0,0.9935326205776891,0.023378037609638344,-0.19791578988989492,-0.02335836967508168,-5.445585329820163e-06,1.2719999523114095e-07,5.7616106960725425e-05,9.00983144777322,9.009793289756155,-0.11564204725623028,0.11568020527329459,4.1646980112983315e-07,5.8186263953044726e-06,0.14847186416435718,1652372.0930966623,6.526691382876433,4.772947363616664e-06,0.0015271454571376887,0.0016028307593044168,0.09670680023138414,0.16327585973695524,3.0,-2.2777518479276103e-06,1.2168574330761171e-06,1.6698261053323637e-06,0.010189305922657096,0.0017496565211752254,-0.00035050450134753355,-2.4003809525718466e-09,0.005136695442920117,0.004798921496973836,-3.123264617938537e-06,-2.5294312152474002e-06,-2.346598390099442e-06,-6.415963257963473e-08,-4.57122814913311e-06,6.427006344158276e-05
33.0,9.578610555388895e-05,2.5790640473919748e-05,0.43528577662654583,0.45874295748343663,0.059635280749249266,0.9880931626071058,0.999997627025182,0.18717544800384034,3.6397956748940175e-05,0.00024022391217850983,0.0002686994402587262,0.00027663495460918336,0.000378027427406747,0.01562690408032007,0.09215884897481218,0.0,0.02401800133665932,4.367754809872821e-07,6.524379152694719,0.2596436601582592,0.24806215608068793,388.32061290459256,0.8346319914119734,0.34907880883450026,7.412392497179692e-06,6.851239715330824e-05,2.11066095362442e-05,5.9516357628428815e-06,0.16345689015014525,0.010944069839002753,0.010944069839002753,1.0,9.013340445092641,0.09759819986633407,0.011075965070423972,0.011076183136174521,548326341.1879158,0.0915618157521153,1.9687806518533602e-05,0.010944261142883686,-0.023998313530140786,0.00013851324492022282,5.077438328815393e-05,0.016982097958249516,0.018117719281822414,9.013379584527618,0.006641357825760683,0.11922768246629722,0.006641357825760683,-0.11918854303132065,0.9933586421742393,0.19788005841180897,-0.19786037060529044,0.00013851324492022282,5.757913315337875e-05,5.077438328815393e-05,0.9179306851660463,2.11066095362442e-05,-5.448456522984608e-06,1.3075376789392534e-07,3.0,0.9179306851660463,0.059076185240264215,4.931431483132513e-06,0.0015921404265279294,0.09506253874949654,0.0015282000348086865,0.09605506465227834,2.11066095362442e-05,7.412392497179692e-06,0.8346319914119734,786.0,839.0,1000.0,0.9933586421742393,0.02401800133665932,-0.19786037060529044,-0.023998313530140786,-5.448456522984608e-06,1.3075376789392534e-07,5.757913315337875e-05,9.013379584527618,9.013340445092641,-0.11918854303132065,0.11922768246629722,4.367754809872821e-07,5.9516357628428815e-06,0.14847186416435718,1652372.0930966623,6.524379152694719,4.931431483132513e-06,0.0015282000348086865,0.0015921404265279294,0.09605506465227834,0.16345689015014525,3.0,-2.400560826590904e-06,1.2832946455474603e-06,1.7139581815547094e-06,0.009997313303718012,0.0017460626858647312,-0.00034985316890198025,-2.3900622060364467e-09,0.005104538075359297,0.004751905298279975,-2.9929759782948677e-06,-2.387629569118137e-06,-2.215182559630574e-06,-6.259658055563871e-08,-3.861877526875594e-06,6.419683731608129e-05
34.0,9.33208320390973e-05,2.7108944322785243e-05,0.4400143659424894,0.46864577883558217,0.061379551287105184,0.9877436346000193,0.999997624640255,0.1922639913294441,3.813277654728365e-05,0.0002373229668415698,0.0002663722104821259,0.000274476073668348,0.0003779656783910553,0.015623354869950467,0.09222300923383206,0.0,0.02465284531901037,4.575933185674038e-07,6.522071219263927,0.2595518138278502,0.24219245723594593,388.18324839780763,0.8489388363281949,0.35334581491566497,7.5574702440740715e-06,6.886414899007619e-05,2.165203665159502e-05,6.077897389666594e-06,0.16359055564327477,0.010940198484493886,0.010940198484493886,1.0,9.016883517247123,0.09753471546809897,0.011075965086206405,0.011076183371121057,550867863.1611571,0.09114610757187555,1.9707593070507953e-05,0.010940389002381644,-0.024633137725939863,0.00013851374727981896,5.2119029070686397e-05,0.016962859538864852,0.018105999431829514,9.016923627855798,0.006812804716307342,0.1227710761666998,0.006812804716307342,-0.12273096555802532,0.9931871952836927,0.197825472207754,-0.1978057646146835,0.00013851374727981896,5.754337305065442e-05,5.2119029070686397e-05,0.9179306851660463,2.165203665159502e-05,-5.450543268648886e-06,1.3426398301782245e-07,3.0,0.9179306851660463,0.059117313611430806,5.0858040223616696e-06,0.0015831208334593143,0.09452400244873835,0.0015292533963912989,0.09550525670072164,2.165203665159502e-05,7.5574702440740715e-06,0.8489388363281949,786.0,839.0,1000.0,0.9931871952836927,0.02465284531901037,-0.1978057646146835,-0.024633137725939863,-5.450543268648886e-06,1.3426398301782245e-07,5.754337305065442e-05,9.016923627855798,9.016883517247123,-0.12273096555802532,0.1227710761666998,4.575933185674038e-07,6.077897389666594e-06,0.14847186416435718,1652372.0930966623,6.522071219263927,5.0858040223616696e-06,0.0015292533963912989,0.0015831208334593143,0.09550525670072164,0.16359055564327477,3.0,-2.5314954403070154e-06,1.3541357339852198e-06,1.7552138449584347e-06,0.00980892448757967,0.0017424802942736187,-0.0003492030468087995,-2.379804525155533e-09,0.005072582023274505,0.004705349728696083,-2.8004665559932355e-06,-2.263186222640358e-06,-2.0994417536017533e-06,-6.08717818776921e-08,-3.2535020369939225e-06,6.412369462079863e-05
35.0,9.072093973383347e-05,2.8500091248960724e-05,0.4446966281210329,0.47836198701382465,0.06312024530941204,0.9873947561107873,0.9999976222655846,0.19732067873523026,3.990738541404124e-05,0.0002345791766980538,0.0002641773654128782,0.0002724402773852637,0.00037790573585027367,0.015620369604519195,0.09228709639183215,0.0,0.025282608408970716,4.788886249684949e-07,6.519767574599529,0.25946013817283836,0.23600223746150825,388.0461391515394,0.8623760058021869,0.3574787766638689,7.696298659686333e-06,6.920659321785178e-05,2.2189163477335944e-05,6.197183979289128e-06,0.1636820870710352,0.010936334324011884,0.010936334324011884,1.0,9.020422507147973,0.09747173915910293,0.011075965101920958,0.011076183605057174,553392964.7688937,0.09073637133827732,1.9727294527394724e-05,0.01093652406730624,-0.02526288111444332,0.00013851424561442418,5.3444114188048555e-05,0.01694374748586856,0.018094373290837327,9.020463578871192,0.006981503945872724,0.1263103872946445,0.006981503945872724,-0.12626931557142562,0.9930184960541273,0.19777176770500227,-0.19775204041047487,0.00013851424561442418,5.750895653474291e-05,5.3444114188048555e-05,0.9179306851660463,2.2189163477335944e-05,-5.451721201571847e-06,1.3772618458439967e-07,3.0,0.9179306851660463,0.059158395122969325,5.235660374315895e-06,0.0015755344416004383,0.09407103884198792,0.0015303055433045249,0.09504286284660714,2.2189163477335944e-05,7.696298659686333e-06,0.8623760058021869,786.0,839.0,1000.0,0.9930184960541273,0.025282608408970716,-0.19775204041047487,-0.02526288111444332,-5.451721201571847e-06,1.3772618458439967e-07,5.750895653474291e-05,9.020463578871192,9.020422507147973,-0.12626931557142562,0.1263103872946445,4.788886249684949e-07,6.197183979289128e-06,0.14847186416435718,1652372.0930966623,6.519767574599529,5.235660374315895e-06,0.0015303055433045249,0.0015755344416004383,0.09504286284660714,0.1636820870710352,3.0,-2.6696710134066137e-06,1.4289077301755686e-06,1.7934861797674544e-06,0.00962407671905366,0.0017389097288926173,-0.0003485541328188279,-2.369562838072702e-09,0.005040826026366168,0.004659250275328834,-2.6519684653284726e-06,-2.1340375081204463e-06,-1.9793212040607506e-06,-5.89961157700125e-08,-2.731757198913246e-06,6.405063526067853e-05
36.0,8.797937745873161e-05,2.996791248687393e-05,0.4493330170406896,0.4878950922250364,0.06485737483683615,0.9870465259324293,0.9999976199011316,0.20234570964954893,4.171877155095069e-05,0.0002319896142116241,0.00026211222181656956,0.00027052504741716387,0.00037784772911591787,0.015617867723485439,0.09235111053210016,0.0,0.02590733006777394,5.006252586114082e-07,6.51746821073183,0.25936863287606265,0.22947470823507524,387.90928469144467,0.8749519561484557,0.36146910025179935,7.829068719484217e-06,6.953885802668616e-05,2.2717262351991514e-05,6.309619200445729e-06,0.1637355201585919,0.010932477344188299,0.010932477344188299,1.0,9.023957415735367,0.09740926699322261,0.011075965117567902,0.011076183837986758,555901719.0624537,0.09033248923847922,1.9746911215588502e-05,0.010932666324066764,-0.02588758315655835,0.00013851473995529266,5.474771003684016e-05,0.016924760818609014,0.01808284013431735,9.023999438695498,0.0071472111100643505,0.12984561678248596,0.0071472111100643505,-0.12980359382235562,0.9928527888899357,0.19771902235997765,-0.19769927544876206,0.00013851473995529266,5.74759325105076e-05,5.474771003684016e-05,0.9179306851660463,2.2717262351991514e-05,-5.451854751213163e-06,1.4113534322950847e-07,3.0,0.9179306851660463,0.059199429828269326,5.380677210205367e-06,0.0015691764997210434,0.09369142276905452,0.0015313564769656696,0.0946553789787571,2.2717262351991514e-05,7.829068719484217e-06,0.8749519561484557,786.0,839.0,1000.0,0.9928527888899357,0.02590733006777394,-0.19769927544876206,-0.02588758315655835,-5.451854751213163e-06,1.4113534322950847e-07,5.74759325105076e-05,9.023999438695498,9.023957415735367,-0.12980359382235562,0.12984561678248596,5.006252586114082e-07,6.309619200445729e-06,0.14847186416435718,1652372.0930966623,6.51746821073183,5.380677210205367e-06,0.0015313564769656696,0.0015691764997210434,0.0946553789787571,0.1637355201585919,3.0,-2.8141752742608785e-06,1.507122640638792e-06,1.8287159086186503e-06,0.009442708927633615,0.001735351424279296,-0.00034790642468708193,-2.359351461460801e-09,0.005009268832224248,0.004613602469493956,-2.5665660228359194e-06,-1.997479156979967e-06,-1.8521694529301696e-06,-5.699700861880752e-08,-2.2842781031915503e-06,6.3977659140773e-05
37.0,8.509058949774482e-05,3.151542245825594e-05,0.45392398213285456,0.4972485452109233,0.06659095243086198,0.9866989428602075,0.9999976175468541,0.20733928225222387,4.356379129045473e-05,0.00022953579470191322,0.0002601628092155058,0.00026871770245722636,0.00037779174725328913,0.015615780519029806,0.09241505173782882,0.0,0.026527050412126125,5.227654954854568e-07,6.51517311970595,0.25927729762095103,0.22259664166129717,387.7726845440616,0.8866799247770868,0.36533333385208544,7.955631641884448e-06,6.986216970092791e-05,2.3235468683793375e-05,6.416169931290435e-06,0.16375338259072875,0.010928627531679514,0.010928627531679514,1.0,9.02748824396121,0.0973472949587874,0.011075965133147505,0.011076184069913907,558394203.0553851,0.0899343459384668,1.9766443480903954e-05,0.010928815759101875,-0.026507283968645223,0.0001385152303341729,5.6027754946573874e-05,0.01690589854446492,0.01807139922611921,9.0275312084588,0.0073096649728699135,0.13337676557476286,0.0073096649728699135,-0.13333380107717296,0.9926903350271301,0.1976673189529235,-0.1976475525094426,0.0001385152303341729,5.744414174237606e-05,5.6027754946573874e-05,0.9179306851660463,2.3235468683793375e-05,-5.450806643241355e-06,1.4448607955057645e-07,3.0,0.9179306851660463,0.0592404177806595,5.520631866777178e-06,0.0015638723855063558,0.09337472798845338,0.0015324061987903456,0.09433214520575277,2.3235468683793375e-05,7.955631641884448e-06,0.8866799247770868,786.0,839.0,1000.0,0.9926903350271301,0.026527050412126125,-0.1976475525094426,-0.026507283968645223,-5.450806643241355e-06,1.4448607955057645e-07,5.744414174237606e-05,9.0275312084588,9.02748824396121,-0.13333380107717296,0.13337676557476286,5.227654954854568e-07,6.416169931290435e-06,0.14847186416435718,1652372.0930966623,6.51517311970595,5.520631866777178e-06,0.0015324061987903456,0.0015638723855063558,0.09433214520575277,0.16375338259072875,3.0,-2.9645192540813024e-06,1.5885231378365175e-06,1.860926439657872e-06,0.009264761469563067,0.0017318058454550212,-0.0003472599201727495,-2.349199991545474e-09,0.004977909196279448,0.0045684018862915095,-2.3342677027499386e-06,-1.8928219113538979e-06,-1.754654078744681e-06,-5.494744700723997e-08,-1.900519049777737e-06,6.390476616624232e-05
