,PGA,RuBP,fRB,fP,fZ,alphar,PSIId,fR,PR,Cc,Ccyt,Ci,Ca,H2OS,gsw,sumA
90.0,6.633876108304631e-06,7.374054413432535e-05,0.6425691815273603,0.8080189950539893,0.15386375732009688,0.9691722492513613,0.9999975056135653,0.43175350390289285,0.0001406611531034062,0.00018756995164846633,0.00023040752744578824,0.0002413813881437904,0.00037675026027521574,0.015622078229922287,0.09570171447286108,0.0
91.0,6.56095206725965e-06,7.378006292408156e-05,0.6452669650132928,0.811408008852805,0.155427644977397,0.9688578814340034,0.9999975037147915,0.43531090984081977,0.0001421569347908788,0.00018725008691845618,0.00023022833412254028,0.00024122139183658487,0.00037674380799444486,0.015622468668805354,0.09576183816649263,0.0
92.0,6.4879723132370085e-06,7.381961333832223e-05,0.6479383176622016,0.8147337298490436,0.15698855976182036,0.9685440977973294,0.9999975018231302,0.4388460452726077,0.00014363967138008451,0.00018693536370391404,0.00023005317266516827,0.0002410651807517194,0.00037673745879258805,0.015622858745883433,0.09582189335816696,0.0
93.0,6.41781282458289e-06,7.38576396465344e-05,0.6505834984201966,0.8179973532309406,0.15854650949921867,0.9682308972557727,0.9999974999384276,0.4423590496180948,0.00014510946118945496,0.0001866255210905727,0.0002298816840300373,0.000240912403019674,0.00037673120920935735,0.015623248448988776,0.09588188012593181,0.0
94.0,6.350340903678783e-06,7.389421191541148e-05,0.6532027636995261,0.8212000346608851,0.16010150025668915,0.9679182787257851,0.9999974980604246,0.44585006142499706,0.00014656639587805182,0.00018632084210329768,0.0002297139760359416,0.0002407631263167962,0.00037672505638600536,0.015623637767835662,0.09594179854774602,0.0
95.0,6.2841055191299525e-06,7.393011641470435e-05,0.655796367173625,0.8243428988350392,0.1616535373210253,0.967606241126018,0.9999974961891391,0.4493192182943479,0.00014801056586735706,0.00018602103735472706,0.00022954986346582318,0.0002406171913426683,0.00037671899777548025,0.015624026693640616,0.09600164870147126,0.0
96.0,6.219845175380187e-06,7.396495358453452e-05,0.6583645601612164,0.8274270632047038,0.163202627223797,0.9672947833770232,0.9999974943245058,0.45276665701174434,0.00014944206484072297,0.00018572593484392246,0.00022938917129251105,0.00024047442830635906,0.00037671303074452296,0.015624415218937803,0.09606143066488543,0.0
97.0,6.157563417007648e-06,7.399872122812952e-05,0.6609075912177141,0.8304536177513783,0.16474877605099672,0.9669839044016086,0.9999974924664718,0.45619251340086425,0.00015086098493143397,0.00018543555985939175,0.00022923194652707483,0.0002403348851007722,0.0003767071528833527,0.015624803337518079,0.09612114451566665,0.0
98.0,6.097400153396108e-06,7.403134375712292e-05,0.6634257077541195,0.833423643791634,0.16629198995841615,0.966673603123527,0.99999749061498,0.4595969228849286,0.00015226741844626384,0.0001851497977330907,0.00022907808708966587,0.00024019846485694504,0.0003767013618442511,0.01562519104357806,0.0961807903314513,0.0
99.0,6.038956970117596e-06,7.406303673869131e-05,0.6659191538120098,0.8363381915145994,0.16783227476454524,0.9663638784693067,0.9999974887699755,0.4629800197096151,0.00015366145633460336,0.00018486858709181004,0.00022892755471884453,0.00024006513381233721,0.0003766956555235808,0.0156255783326197,0.096240368189753,0.0
100.0,5.981926950008705e-06,7.409396603060316e-05,0.6683881715522282,0.8391982961256598,0.16936963632508814,0.9660547293670343,0.9999974869314011,0.4663419374614912,0.00015504318942563785,0.00018459183751666668,0.00022878027920278127,0.00023993482703777604,0.00037669003190942557,0.015625965200785335,0.09629987816801641,0.0
